Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Labster,Copenhagen,Education,40,,2020-04-17,LinkedIn,34.0,Series B,2020-04-27 04:21:26,Denmark,Unknown
Sweetgreen,Los Angeles,Food,35,0.1,2020-04-17,https://dot.la/sweetgreen-layoffs-2645746821.html,478.0,Series I,2020-04-17 23:26:12,United States,Unknown
People.ai,SF Bay Area,Marketing,30,0.18,2020-04-17,https://techcrunch.com/2020/04/17/sales-startup-people-ai-lays-off-18-of-staff-raises-debt-round-amid-covid-19-uncertainty/,100.0,Series C,2020-04-17 21:18:04,United States,Unknown
Tor,Boston,Security,13,0.37,2020-04-17,https://blog.torproject.org/covid19-impact-tor,1.0,Unknown,2020-04-18 16:55:23,United States,Unknown
BitGo,SF Bay Area,Crypto,,0.12,2020-04-17,https://www.theblockcrypto.com/post/62276/crypto-bitgo-layoffs-reorganization,69.0,Series B,2020-04-30 15:40:19,United States,Unknown
Dispatch,Boston,Other,,0.38,2020-04-17,https://www.americaninno.com/boston/inno-news-boston/boston-startup-dispatch-announces-layoffs-amid-coronavirus-disruption/,18.0,Series A,2020-04-19 04:36:43,United States,Unknown
Food52,New York City,Food,,,2020-04-17,LinkedIn,96.0,Acquired,2020-04-27 04:24:03,United States,Unknown
Influitive,Toronto,Marketing,,,2020-04-17,LinkedIn,59.0,Unknown,2020-04-27 04:12:47,Canada,Unknown
CarGurus,Boston,Transportation,130,0.13,2020-04-16,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,1.0,IPO,2020-04-16 23:46:47,United States,Unknown
Funding Societies,Singapore,Finance,65,0.18,2020-04-16,https://www.techinasia.com/raising-40m-funding-societies-streamlines-business-pandemic,42.0,Series B,2020-04-19 05:16:40,Singapore,Unknown
CleverTap,Mumbai,Marketing,60,0.2,2020-04-16,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,76.0,Series C,2020-04-21 15:07:21,India,Unknown
CrowdRiff,Toronto,Marketing,,,2020-04-16,LinkedIn,11.0,Series A,2020-04-27 04:11:07,Canada,Unknown
FullStory,Atlanta,Marketing,,,2020-04-16,LinkedIn,59.0,Series C,2020-04-27 04:14:46,United States,Unknown
Grailed,New York City,Retail,,,2020-04-16,https://layoffs.fyi/2020/04/24/mens-clothing-marketplace-grailed-conducted-a-layoff/,16.0,Series A,2020-04-23 16:26:45,United States,Unknown
LumenAd,Missoula,Marketing,,,2020-04-16,https://layoffs.fyi/list/lumenad/,,Unknown,2020-05-03 04:36:49,United States,Unknown
Purse,SF Bay Area,Crypto,,1.0,2020-04-16,https://www.coindesk.com/bitcoin-startup-purse-to-shut-down-after-6-year-run,1.0,Seed,2020-04-16 23:35:05,United States,Unknown
SquadVoice,Columbus,Real Estate,,,2020-04-16,https://layoffs.fyi/list/squadvoice/,2.0,Series A,2020-05-03 04:28:33,United States,Unknown
Opendoor,SF Bay Area,Real Estate,600,0.35000000000000003,2020-04-15,https://layoffs.fyi/2020/04/16/opendoor-lays-off-600-people-amid-declining-real-estate-activity/,1500.0,Series E,2020-04-15 19:27:35,United States,Unknown
GoPro,SF Bay Area,Consumer,200,0.2,2020-04-15,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,288.0,IPO,2020-04-15 23:42:26,United States,Unknown
Shop101,Mumbai,Retail,200,0.4,2020-04-15,https://inc42.com/buzz/exclusive-shop101-lays-off-200-employees-remaining-to-get-pay-cuts/,19.0,Series C,2020-04-21 06:10:20,India,Unknown
Zume,SF Bay Area,Food,200,0.67,2020-04-15,https://www.businessinsider.com/zume-employee-layoffs-softbank-robotics-startup-zoom-2020-4,423.0,Unknown,2020-04-15 20:52:52,United States,Unknown
Carta,SF Bay Area,Finance,161,0.16,2020-04-15,https://layoffs.fyi/2020/04/22/carta-laid-off-161-employees-citing-customer-slowdown/,447.0,Series E,2020-04-15 17:32:19,United States,Unknown
Akulaku,Jakarta,Finance,100,,2020-04-15,https://www.techinasia.com/indonesia-online-lenders-tighten-credit-cut-jobs,160.0,Series D,2020-04-20 15:15:00,Indonesia,Unknown
Parsable,SF Bay Area,HR,40,0.25,2020-04-15,Company executive,72.0,Series C,2020-04-28 17:43:40,United States,Unknown
Kodiak Robotics,SF Bay Area,Transportation,15,0.2,2020-04-15,https://www.freightwaves.com/news/kodiak-robotics-lays-of-20-of-its-staff,40.0,Series A,2020-04-16 22:41:52,United States,Unknown
Tulip Retail,Toronto,Retail,14,,2020-04-15,https://www.linkedin.com/posts/aliasaria_today-tulip-made-the-difficult-decision-to-activity-6656277826045571072-PEPm,51.0,Series B,2020-04-16 06:30:55,Canada,Unknown
Trove Recommerce,SF Bay Area,Retail,13,,2020-04-15,https://layoffs.fyi/2020/04/22/trove-recommerce-laid-off-13-employees/,34.0,Series C,2020-04-22 06:24:02,United States,Unknown
Dude Solutions,Raleigh,Other,,0.2,2020-04-15,https://www.linkedin.com/pulse/some-great-people-impacted-c19-ed-roshitsh/?trackingId=0DmzbwQ3O78ObTV3BiRT9w%3D%3D,100.0,Acquired,2020-04-16 14:26:43,United States,Unknown
SweetEscape,Jakarta,Consumer,,0.3,2020-04-15,https://dealstreetasia.com/stories/sweetescape-layoffs-184295/,7.0,Series A,2020-04-20 15:01:46,Indonesia,Unknown
View,SF Bay Area,Energy,,,2020-04-15,https://techcrunch.com/2020/04/15/view-the-dynamic-glass-company-that-raised-1-1-billion-from-softbank-in-2018-is-laying-people-off/,1800.0,Series H,2020-04-16 14:19:36,United States,Unknown
The RealReal,SF Bay Area,Retail,235,0.1,2020-04-14,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,358.0,IPO,2020-04-15 04:11:39,United States,Unknown
TouchBistro,Toronto,Food,131,0.23,2020-04-14,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,224.0,Series E,2020-04-14 21:58:15,Canada,Unknown
Envoy,SF Bay Area,HR,58,0.3,2020-04-14,https://www.forbes.com/sites/alexandrawilson1/2020/04/15/smart-office-startup-envoy-furloughs-and-lays-off-30-of-employees-cuts-salaries-of-others/#e0729a7b94cf,59.0,Series B,2020-04-15 23:16:24,United States,Unknown
VSCO,SF Bay Area,Consumer,45,0.35000000000000003,2020-04-14,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,90.0,Series B,2020-04-14 22:26:51,United States,Unknown
Skillz,SF Bay Area,Consumer,21,,2020-04-14,https://fortune.com/2020/04/14/coronavirus-layoffs-startup-jobs-tech-industry-covid-19-jobs/,132.0,Series D,2020-04-24 04:25:38,United States,Unknown
DataStax,SF Bay Area,Data,15,,2020-04-14,https://www.businessinsider.com/967-million-datastax-april-layoffs-third-cuts-under-ceo-kapoor-2020-4,190.0,Series E,2020-04-15 23:55:23,United States,Unknown
Xerpa,Sao Paulo,HR,10,,2020-04-14,https://www.linkedin.com/posts/nreise_ex-xerpas-incr%C3%ADveis-e-dispon%C3%ADveis-covid-activity-6655927070826221568-kunx/,5.0,Unknown,2020-04-14 22:00:39,Brazil,Unknown
Aura Financial,SF Bay Area,Finance,,,2020-04-14,LinkedIn,584.0,Unknown,2020-05-10 14:04:33,United States,Unknown
RedDoorz,Singapore,Travel,,,2020-04-14,https://www.thejakartapost.com/news/2020/04/13/budget-cuts-furloughs-inevitable-for-start-ups-to-survive-pandemic-investors.html,134.0,Series C,2020-04-28 17:49:18,Singapore,Unknown
Groupon,Chicago,Retail,2800,0.44,2020-04-13,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,1400.0,IPO,2020-04-13 21:14:40,United States,Unknown
Zoox,SF Bay Area,Transportation,100,0.1,2020-04-13,https://www.theinformation.com/briefings/b836b8,955.0,Series B,2020-04-14 04:07:36,United States,Unknown
Neon,Sao Paulo,Finance,70,0.1,2020-04-13,"https://link.estadao.com.br/noticias/inovacao,neon-demite-funcionarios-e-eventbrite-fecha-operacoes-no-brasil,70003269607",120.0,Series B,2020-04-14 21:51:39,Brazil,Unknown
EasyPost,SF Bay Area,Logistics,50,0.25,2020-04-13,LinkedIn,12.0,Series A,2020-04-14 14:31:24,United States,Unknown
Clearbanc,Toronto,Finance,17,0.08,2020-04-13,https://techcrunch.com/2020/04/13/clearbanc-cuts-number-of-staff-to-navigate-long-term-economic-impact-of-covid-19/,119.0,Series B,2020-04-13 21:21:43,Canada,Unknown
Meow Wolf,Santa Fe,Media,201,,2020-04-10,https://www.sfreporter.com/news/2020/04/10/meow-wolf-cuts-significant-portion-of-staff/,185.0,Unknown,2020-04-12 05:45:20,United States,Unknown
Frontdesk,Milwaukee,Travel,35,0.16,2020-04-10,https://www.linkedin.com/posts/jessedepinto_today-was-one-of-the-hardest-days-weve-experienced-activity-6654491888835448832-rAdg/,3.0,Unknown,2020-04-11 04:59:06,United States,Unknown
BeeTech,Sao Paulo,Finance,30,,2020-04-10,https://valorinveste.globo.com/mercados/brasil-e-politica/noticia/2020/04/10/demisses-em-startups-j-somam-quase-mil-pessoas-no-brasil.ghtml,14.0,Series B,2020-04-29 21:56:07,Brazil,Unknown
Built In,Chicago,Recruiting,28,,2020-04-10,https://www.americaninno.com/chicago/roundups-chicago/chicago-layoffs-local-tech-companies-that-have-cut-staff-due-to-coronavirus/,29.0,Series C,2020-05-14 23:13:32,United States,Unknown
NuoDB,Boston,Data,20,0.29,2020-04-10,https://www.americaninno.com/boston/inno-news-boston/cambridge-database-startup-nuodb-lays-off-nearly-one-third-of-its-staff/,85.0,Unknown,2020-04-11 15:33:55,United States,Unknown
Rhumbix,SF Bay Area,Construction,16,0.27,2020-04-10,Company executive,35.0,Series B,2020-04-13 21:19:35,United States,Unknown
Atsu,Seattle,Infrastructure,6,1.0,2020-04-10,Company executive,1.0,Unknown,2020-04-17 17:55:53,United States,Unknown
Geekwire,Seattle,Media,5,0.31,2020-04-10,https://www.geekwire.com/2020/geekwire-reduces-staff-due-economic-impact-covid-19-pandemic/,,Unknown,2020-04-12 07:49:25,United States,Unknown
FloQast,Los Angeles,Finance,,,2020-04-10,LinkedIn,119.0,Series C,2020-04-27 04:05:36,United States,Unknown
Yelp,SF Bay Area,Consumer,1000,0.17,2020-04-09,https://layoffs.fyi/2020/04/14/yelp-laid-off-1000-employees-and-furloughed-another-1100/,56.0,IPO,2020-04-09 13:20:33,United States,Unknown
Monzo,Las Vegas,Finance,165,,2020-04-09,https://techcrunch.com/2020/04/09/monzo-to-shutter-las-vegas/,324.0,Series F,2020-04-09 21:56:12,United States,Unknown
OneTrust,Atlanta,Legal,150,0.1,2020-04-09,https://www.americaninno.com/atlanta/atlanta-startups/atlanta-privacy-unicorn-onetrust-announces-layoffs/,410.0,Series B,2020-04-10 04:43:00,United States,Unknown
Omie,Sao Paulo,Finance,136,0.31,2020-04-09,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",26.0,Series B,2020-04-09 21:59:05,Brazil,Unknown
Domo,Salt Lake City,Data,90,0.1,2020-04-09,https://www.ksl.com/article/46740514/domo-forced-to-lay-off-10-of-workforce-due-to-economic-impact-caused-by-covid-19,689.0,IPO,2020-04-11 04:56:24,United States,Unknown
Matterport,SF Bay Area,Data,90,0.34,2020-04-09,https://layoffs.fyi/2020/04/24/matterport-laid-off-90-employees/,114.0,Series D,2020-04-14 22:16:51,United States,Unknown
Clinc,Ann Arbor,Support,40,0.32,2020-04-09,https://www.mlive.com/news/ann-arbor/2020/04/ann-arbor-ai-startup-clinc-lays-off-32-of-its-workers.html,59.0,Series B,2020-04-02 21:11:13,United States,Unknown
Mejuri,Toronto,Retail,36,0.15,2020-04-09,https://betakit.com/mejuri-lays-off-15-percent-of-staff-as-its-forced-to-close-all-retail-stores-due-to-pandemic/,28.0,Series B,2020-04-10 04:15:08,Canada,Unknown
Code42,Minneapolis,Data,25,0.05,2020-04-09,https://www.bizjournals.com/twincities/inno/stories/news/2020/04/09/cuts-at-code42-cybersecurity-company-eliminates-25.html,137.5,Series B,2020-09-08 17:47:34,United States,Unknown
Lighthouse Labs,Toronto,Education,14,0.07,2020-04-09,https://betakit.com/as-lighthouse-labs-faces-staff-cuts-extends-coding-scholarships-to-covid-19-jobless/,,Unknown,2020-04-10 04:17:23,Canada,Unknown
LoopMe,London,Marketing,8,0.04,2020-04-09,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,32.0,Unknown,2020-04-10 06:08:04,United Kingdom,Unknown
CipherTrace,SF Bay Area,Crypto,,,2020-04-09,https://www.theblockcrypto.com/daily/61411/blockchain-analytics-chainalysis-elliptic-ciphertrace-coronavirus,18.0,Unknown,2020-04-30 16:17:28,United States,Unknown
Elliptic,London,Crypto,,0.3,2020-04-09,https://www.theblockcrypto.com/daily/61411/blockchain-analytics-chainalysis-elliptic-ciphertrace-coronavirus,40.0,Series B,2020-04-30 16:16:50,United Kingdom,Unknown
Zest AI,Los Angeles,Finance,,,2020-04-09,LinkedIn,217.0,Unknown,2020-04-12 23:56:43,United States,Unknown
Eventbrite,SF Bay Area,Consumer,500,0.45,2020-04-08,https://layoffs.fyi/2020/04/13/eventbrite-laid-off-500-employees/,332.0,IPO,2020-04-08 20:36:31,United States,Unknown
Meesho,Bengaluru,Retail,200,0.28,2020-04-08,https://entrackr.com/2020/04/exclusive-meesho-lays-off-over-200-employees-due-to-covid-19/,215.0,Series D,2020-04-10 04:54:31,India,Unknown
Scoop,SF Bay Area,Transportation,92,0.33,2020-04-08,https://layoffs.fyi/2020/04/10/scoop-announces-layoff/,95.0,Series C,2020-04-09 04:48:26,United States,Unknown
Unison,SF Bay Area,Finance,89,0.45,2020-04-08,https://www.bizjournals.com/sanfrancisco/news/2020/04/03/exclusive-s-f-proptech-raises-doubts-about-its.html,40.0,Series B,2020-04-04 04:34:16,United States,Unknown
Lever,SF Bay Area,Recruiting,86,0.4,2020-04-08,https://layoffs.fyi/2020/04/13/lever-laid-off-109-employees/,72.0,Series C,2020-04-09 00:03:19,United States,Unknown
Unbabel,Lisbon,Support,80,0.35000000000000003,2020-04-08,https://www.time24.news/i/2020/04/unbabel-will-lay-off-35-of-employees-there-are-more-than-80-people-observer.html,91.0,Series C,2020-04-09 21:39:49,Portugal,Unknown
Button,New York City,Marketing,48,0.35000000000000003,2020-04-08,LinkedIn,64.0,Series C,2020-04-10 14:31:17,United States,Unknown
Eden / Managed By Q,New York City,Real Estate,40,0.4,2020-04-08,https://layoffs.fyi/2020/04/08/remainder-of-managed-by-q-team-furloughed-or-laid-off-by-eden/,40.0,Series B,2020-04-08 17:15:35,United States,Unknown
Quantcast,SF Bay Area,Marketing,30,0.05,2020-04-08,https://www.adexchanger.com/platforms/quantcast-lays-off-5-and-cuts-salaries-due-to-economic-impact-of-the-coronavirus/,65.0,Series C,2020-04-08 15:33:01,United States,Unknown
BVAccel,San Diego,Marketing,25,0.25,2020-04-08,https://www.businessinsider.com/bvaccel-cuts-employees-due-to-coronavirus-impact-on-dtc-brands-2020-4,,Unknown,2020-04-12 06:35:16,United States,Unknown
VideoAmp,Los Angeles,Marketing,21,0.1,2020-04-08,https://www.businessinsider.com/videoamp-cuts-staff-and-2020-revenue-projections-due-to-coronavirus-2020-4,106.0,Series C,2020-04-10 04:28:51,United States,Unknown
Kenoby,Sao Paulo,Recruiting,18,0.16,2020-04-08,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",23.0,Unknown,2020-04-12 06:37:34,Brazil,Unknown
Connected,Toronto,Product,17,0.1,2020-04-08,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,,Unknown,2020-04-11 06:09:33,Canada,Unknown
GetNinjas,Sao Paulo,Consumer,11,0.1,2020-04-08,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",16.0,Series B,2020-04-12 06:41:02,Brazil,Unknown
Spyce,Boston,Food,4,0.12,2020-04-08,https://www.americaninno.com/boston/inno-news-boston/robotic-kitchen-spyce-lays-off-staff-amid-coronavirus-crisis/,26.0,Series A,2020-04-08 23:49:19,United States,Unknown
Creditas,Sao Paulo,Finance,,0.06,2020-04-08,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",314.0,Series D,2020-04-12 06:39:41,Brazil,Unknown
Lytics,Portland,Marketing,,,2020-04-08,Internal memo,58.0,Series C,2020-06-02 03:58:18,United States,Unknown
RedDoorz,Singapore,Travel,,0.1,2020-04-08,https://www.techinasia.com/airy-cease-operations,134.0,Series C,2020-05-10 20:57:00,Singapore,Unknown
Slice Labs,New York City,Finance,,,2020-04-08,LinkedIn,35.0,Series A,2020-04-12 06:52:44,United States,Unknown
TechAdvance,Lagos,Finance,,,2020-04-08,https://twitter.com/pyjama_ceo/status/1247881029349543941,1.0,Unknown,2020-05-15 04:08:58,Nigeria,Unknown
Zola,New York City,Retail,,0.2,2020-04-08,https://www.fastcompany.com/90488160/as-covid-19-kills-wedding-plans-zola-cuts-salaries-and-lays-off-20-of-staff,140.0,Series D,2020-04-08 23:58:29,United States,Unknown
Toast,Boston,Food,1300,0.5,2020-04-07,https://layoffs.fyi/2020/04/10/toast-cuts-1300-employees/,902.0,Series F,2020-04-07 21:23:31,United States,Unknown
ezCater,Boston,Food,400,0.44,2020-04-07,https://www.axios.com/ezcater-corporate-catering-unicorn-lays-off-hundreds-084d76ff-45fc-4011-8121-e938924e3819.html,319.0,Series D,2020-04-07 22:55:49,United States,Unknown
Sage Therapeutics,Boston,Healthcare,340,0.53,2020-04-07, https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,438.0,IPO,2020-04-08 22:22:07,United States,Unknown
Redfin,Seattle,Real Estate,236,0.07,2020-04-07,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,319.0,IPO,2020-04-07 21:49:36,United States,Unknown
Branch Metrics,SF Bay Area,Marketing,100,0.2,2020-04-07,https://news.crunchbase.com/news/branch-metrics-lays-off-20-percent-of-employees/,367.0,Series E,2020-04-09 21:50:48,United States,Unknown
Newfront Insurance,SF Bay Area,Finance,94,,2020-04-07,https://layoffs.fyi/2020/06/15/newfront-insurance-layoff-list-released/,,Unknown,2020-04-08 05:54:37,United States,Unknown
Ibotta,Denver,Retail,87,0.15,2020-04-07,https://businessden.com/2020/04/14/rebate-app-ibotta-cuts-15-percent-of-staff/,85.0,Series D,2020-04-12 06:44:26,United States,Unknown
Virta Health,SF Bay Area,Healthcare,65,,2020-04-07,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,175.0,Series C,2020-04-07 23:40:13,United States,Unknown
Away,New York City,Retail,60,0.1,2020-04-07,https://techcrunch.com/2020/04/07/away-the-high-flying-travel-brand-startup-just-furloughed-half-its-employees-and-laid-off-10/,181.0,Series D,2020-04-07 21:05:22,United States,Unknown
MediaMath,New York City,Marketing,53,0.08,2020-04-07,https://www.adexchanger.com/platforms/mediamath-cuts-8-of-staff-citing-coronavirus/,607.0,Private Equity,2020-04-08 04:37:00,United States,Unknown
Group Nine Media,New York City,Media,50,0.07,2020-04-07,https://www.axios.com/group-nine-media-layoffs-76644172-c473-42aa-b9a3-3a7e60b1baed.html,190.0,Unknown,2020-04-07 23:38:46,United States,Unknown
Payfactors,Boston,HR,46,,2020-04-07,LinkedIn,,Unknown,2020-04-09 05:03:45,United States,Unknown
Nav,Salt Lake City,Finance,30,,2020-04-07,https://layoffs.fyi/2020/04/20/nav-laid-off-30-employees/,99.0,Series C,2020-04-19 18:10:08,United States,Unknown
AskNicely,Portland,Support,,,2020-04-07,LinkedIn,15.0,Series A,2020-04-09 05:26:29,United States,Unknown
RainFocus,Salt Lake City,Marketing,,,2020-04-07,LinkedIn,41.0,Private Equity,2020-04-09 05:35:17,United States,Unknown
Metromile,SF Bay Area,Finance,100,0.33,2020-04-06,https://layoffs.fyi/2020/04/08/metromile-laid-off-100-employees/,293.0,Series E,2020-04-07 04:50:58,United States,Unknown
Rock Content,Belo Horizonte,Marketing,100,0.2,2020-04-06,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",0.7,Series A,2020-04-06 21:18:32,Brazil,Unknown
BounceX,New York City,Marketing,77,0.2,2020-04-06,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,75.0,Series B,2020-04-06 23:03:47,United States,Unknown
C6 Bank,Sao Paulo,Finance,60,0.06,2020-04-06,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",,Unknown,2020-04-06 21:17:19,Brazil,Unknown
Wordstream,Boston,Marketing,26,0.1,2020-04-06,https://www.linkedin.com/posts/hkogan_earlier-this-week-our-executive-team-made-activity-6654464027185475585-tEV3,28.0,Acquired,2020-04-09 05:31:05,United States,Unknown
Cogito,Boston,Support,24,0.14,2020-04-06,https://www.americaninno.com/boston/inno-news-boston/more-coronavirus-layoffs-emotional-ai-startup-cogito-makes-cuts/,92.0,Series C,2020-04-06 22:01:47,United States,Unknown
BusBud,Montreal,Transportation,23,0.32,2020-04-06,https://www.journaldemontreal.com/2020/04/06/busbud-licencie-le-tiers-de-ses-employes,21.0,Series B,2020-04-28 03:56:37,Canada,Unknown
Borrowell,Toronto,Finance,15,0.2,2020-04-06,https://betakit.com/borrowell-lays-off-20-percent-of-staff-citing-financial-institutions-pulling-back-amid-covid-19/,72.0,Series B,2020-04-06 23:55:30,Canada,Unknown
PerkSpot,Chicago,HR,10,0.1,2020-04-06,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-hr-tech-company-perkspot-amid-covid-19/,50.0,Private Equity,2020-04-10 04:44:38,United States,Unknown
Bitfarms,Quebec,Crypto,,,2020-04-06,https://coingeek.com/job-losses-loom-at-bitfarms-due-to-coronavirus/,25.0,IPO,2020-04-08 23:53:05,Canada,Unknown
Hopper,Boston,Travel,,,2020-04-06,https://www.americaninno.com/boston/inno-news-boston/travel-booking-app-hopper-announces-layoffs-amid-coronavirus-crisis/,183.0,Series D,2020-04-06 22:05:52,United States,Unknown
Mapbox,Washington D.C.,Data,,,2020-04-06,LinkedIn,227.0,Series C,2020-05-10 06:05:53,United States,Unknown
Astra,SF Bay Area,Aerospace,40,0.25,2020-04-05,https://www.cnbc.com/2020/04/05/rocket-startup-astra-trims-staff-to-survive-pandemic-until-next-year.html,100.0,Unknown,2020-04-05 17:55:01,United States,Unknown
Iflix,Kuala Lumpur,Consumer,50,0.12,2020-04-04,https://technode.global/2020/04/07/iflix-job-cuts-coronavirus/,348.0,Unknown,2020-06-11 23:20:28,Malaysia,Unknown
Gympass,Sao Paulo,Fitness,467,0.33,2020-04-03,https://forbes.com.br/negocios/2020/04/exclusivo-gympass-desliga-um-terco-dos-colaboradores/,300.0,Series D,2020-04-05 21:25:43,Brazil,Unknown
Sojern,SF Bay Area,Marketing,300,0.5,2020-04-03,https://www.adweek.com/programmatic/sojern-lays-off-50-of-staff-as-coronavirus-cuts-through-the-travel-industry/,162.0,Series D,2020-04-03 22:12:07,United States,Unknown
MaxMilhas,Belo Horizonte,Travel,167,0.42,2020-04-03,https://revistapegn.globo.com/Startups/noticia/2020/04/por-novo-coronavirus-startups-gympass-e-maxmilhas-cortam-equipes.html,,Unknown,2020-04-06 05:08:41,Brazil,Unknown
Minted,SF Bay Area,Retail,147,0.37,2020-04-03,https://www.theinformation.com/briefings/d4f745,297.0,Series E,2020-04-05 17:53:20,United States,Unknown
Velodyne Lidar,SF Bay Area,Transportation,140,,2020-04-03,https://www.bloomberg.com/news/articles/2020-04-04/silicon-valley-startup-firings-over-virus-face-early-court-test,225.0,Unknown,2020-04-05 04:34:31,United States,Unknown
Zoox,SF Bay Area,Transportation,120,,2020-04-03,https://www.theverge.com/2020/4/6/21210000/zoox-layoff-coronavirus-self-driving-car-safety-drivers,955.0,Series B,2020-04-07 00:03:11,United States,Unknown
Traveloka,Jakarta,Travel,100,0.1,2020-04-03,https://asia.nikkei.com/Business/Startups/Coronavirus-drives-Indonesia-s-Traveloka-to-lay-off-staff,,Unknown,2020-04-07 14:51:54,Indonesia,Unknown
Arrive Logistics,Austin,Logistics,75,0.07,2020-04-03,https://www.freightwaves.com/news/citing-coronavirus-arrive-logistics-cuts-10-of-workforce,35.0,Series B,2020-04-05 04:41:38,United States,Unknown
Salsify,Boston,Retail,60,0.13,2020-04-03,https://www.americaninno.com/boston/inno-news-boston/salsify-lays-off-60-cuts-executive-pay-amid-coronavirus-driven-uncertainty/,97.0,Series D,2020-04-04 02:02:44,United States,Unknown
Jetty,New York City,Finance,35,0.4,2020-04-03,https://layoffs.fyi/2020/04/17/jetty-laid-off-40-of-staff-after-pausing-sales-of-new-insurance-policies/,40.0,Series B,2020-04-06 21:21:41,United States,Unknown
D2iQ,SF Bay Area,Infrastructure,34,0.13,2020-04-03,https://www.businessinsider.com/d2iq-mesosphere-layoffs-34-coronavirus-crisis-2020-4,247.0,Series D,2020-04-22 23:02:23,United States,Unknown
Bustle Digital Group,New York City,Media,24,0.08,2020-04-03,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,80.0,Series E,2020-04-03 21:51:33,United States,Unknown
Bustle Digital Group,New York City,Media,19,,2020-04-03,https://www.adweek.com/media/bdg-input-mic-layoffs/,80.0,Series E,2022-09-21 04:06:44,United States,Unknown
Opencare,Toronto,Healthcare,18,0.25,2020-04-03,https://betakit.com/opencare-lays-off-one-quarter-of-staff-as-it-prepares-to-weather-the-storm-of-covid-19/,24.0,Series A,2020-04-04 04:32:27,Canada,Unknown
Anagram,Los Angeles,Healthcare,17,,2020-04-03,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,14.0,Series A,2020-04-05 05:21:14,United States,Unknown
G/O Media Group,New York City,Media,14,0.05,2020-04-03,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,,Unknown,2020-04-08 04:48:14,United States,Unknown
DSCO,Salt Lake City,Retail,12,,2020-04-03,https://www.linkedin.com/posts/claytonperkins_recommendationsoverresumes-c19-activity-6651856309597675520-BGA9/,4.0,Series A,2020-04-07 00:36:21,United States,Unknown
Tripbam,Dallas,Travel,10,0.25,2020-04-03,https://www.bizjournals.com/dallas/news/2020/04/03/more-travel-tech-companies-reduce-salaries-cut.html,,Unknown,2020-04-04 04:37:21,United States,Unknown
Avantage Entertainment,Minneapolis,Media,5,0.2,2020-04-03,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html,,Unknown,2020-04-04 04:45:52,United States,Unknown
Alegion,Austin,Data,,,2020-04-03,LinkedIn,16.0,Series A,2020-04-09 05:39:26,United States,Unknown
AllyO,SF Bay Area,HR,,,2020-04-03,LinkedIn,64.0,Series B,2020-04-14 22:23:52,United States,Unknown
Mews,Prague,Travel,,,2020-04-03,LinkedIn,41.0,Series B,2020-04-07 15:03:20,Czech Republic,Unknown
PeopleGrove,SF Bay Area,HR,,,2020-04-03,LinkedIn,7.0,Series A,2020-04-07 14:26:03,United States,Unknown
The Muse,New York City,Recruiting,,,2020-04-03,LinkedIn,28.0,Series B,2020-04-07 14:42:11,United States,Unknown
